제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
에프엘오토코리아 유한회사,2021-2023년식 Mustang,2021-07-28,2023-02-13,2025-02-14,"일부 2021-2023년식 Mustang 차량의 조향 기어에는 기본 및 보조 2개의 조향 토크 센서*가 장착되어 있습니다. 하지만, 일부 차량에 대하여 수리 시 보조 조향 토크 센서의 일부 기능이 잘못 설정된 조향 기어 부품이 장착되었을 수 있습니다. 이런 경우 기본 조향 토크 센서가 정상 작동될 때는 문제가 없지만, 기본 조향 토크 센서에 오류 또는 결함이 발생된 경우에는 조향 시 경고 없이 조향 휠에 좌우 진동이 발생될 수 있습니다. 이로 인해 조향력이 저하되어 사고가 발생될 가능성이 있습니다. 그리하여 제작결함을 시정하고자 합니다. *조향 토크 센서: 차량 하부에 파워 조향 기어 어셈블리 내부에 위치하며 조향 휠과 파워 조향 기어 어셈블리 내부의 피니언 기어를 연결하는 축의 회전 토크를 측정하는 센서 *제작결함시정조치 배경 설명: 2024년 10월 22일 보고드린 제작자 리콜 관리번호 24S44(리콜번호: 2024RIV282)와 연관됩니다. 24S44 리콜은 생산 시에 잘못된 조향 기어가 장착되었을 수 있는 차량 대상이었으며, 해당 제작결함시정조치는 운행 중 수리를 위하여 조향 기어를 교체한 건들 중에 교환 부품으로 잘못된 조향 기어가 장착되었을 수 있는 차량을 대상으로 진행하는 제작결함시정조치 입니다. 그리고 해당 제작결함시정계획은 2024년 10월 22일 보고드린 제작자 리콜 관리번호 24S45(리콜번호: 2024RIV283)에 대상 차량이 추가로 확인되어 진행하는 내용입니다."
(유)기흥모터스,HARLEY-DAVIDSON FLHXSE,2023-06-13,2023-09-19,2025-02-20,"전압 레귤레이터 출력 배선이 크랭크케이스 전면에 마찰되어, 잠재적으로 접지 단락이 발생해 메인 퓨즈가 개방되어 모든 전력이 손실될 수 있는 가능성이 있음"
(유)기흥모터스,HARLEY-DAVIDSON FLTRXSE,2023-06-21,2023-10-25,2025-02-20,"전압 레귤레이터 출력 배선이 크랭크케이스 전면에 마찰되어, 잠재적으로 접지 단락이 발생해 메인 퓨즈가 개방되어 모든 전력이 손실될 수 있는 가능성이 있음"
르노코리아(주),XM3 하이브리드,2022-09-30,2024-03-26,2025-02-20,HEVC 및 DC/DC 컨버터의 소프트웨어 로직 미흡으로 인하여 구동 전기모터의 전원이 차단되거나 저전압 배터리가 충전불가한 상황이 발생할 가능성이 있음
르노코리아(주),ARKANA 하이브리드,2024-04-01,2024-12-10,2025-02-20,HEVC 및 DC/DC 컨버터의 소프트웨어 로직 미흡으로 인하여 구동 전기모터의 전원이 차단되거나 저전압 배터리가 충전불가한 상황이 발생할 가능성이 있음
비엠더블유코리아(주),BMW 523d,2023-09-01,2023-09-01,2025-02-20,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 530i xDrive,2023-09-13,2023-09-13,2025-02-20,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 xDrive40i,2023-07-26,2023-07-26,2025-02-20,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 523d xDrive,2023-09-07,2023-09-07,2025-02-20,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 740i xDrive,2023-10-27,2023-10-27,2025-02-20,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW X5 xDrive 50e,2024-01-23,2024-01-23,2025-02-20,통합제동장치에 장착된 서보모터 위치센서의 품질 결함으로 인해 신호 장애가 발생할 가능성이 확인되었습니다.
비엠더블유코리아(주),BMW 228I A,2015-09-07,2015-09-07,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 228I XDR A,2014-07-18,2014-07-18,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 228I XDR A,2015-06-17,2015-09-16,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328i,2012-02-23,2015-04-24,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328i,2015-07-17,2016-06-24,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I A,2012-12-14,2012-12-14,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I A,2012-01-11,2014-10-24,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I A,2012-04-10,2015-05-19,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I A,2012-05-08,2015-03-06,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I A,2012-10-10,2012-10-10,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I A,2015-07-13,2016-02-06,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I A,2016-06-30,2016-06-30,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328i Gran Turismo,2013-04-08,2013-04-19,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I XDR A,2013-11-25,2015-01-16,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I XDR A,2012-08-07,2014-03-13,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I XDR A,2013-11-12,2015-04-22,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I XDR A,2014-02-27,2014-02-27,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328I XDR A,2015-11-16,2015-11-23,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328XI A,2012-08-28,2014-09-16,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 328XI A,2012-08-28,2015-03-24,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428I A,2013-11-21,2015-03-18,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428I A,2014-02-07,2016-01-25,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428I A,2014-05-08,2015-06-23,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428I A,2015-03-16,2015-03-16,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428I A,2014-06-06,2014-06-12,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428i Convertible,2013-10-30,2017-02-27,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428i Coupe,2013-06-24,2017-01-25,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428I XDR A,2015-03-04,2015-03-04,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428I XDR A,2013-12-04,2013-12-04,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428I XDR A,2015-01-30,2015-01-30,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 428I XDR A,2014-09-03,2015-10-13,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 520i,2011-08-22,2012-03-20,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 520I A,2012-01-10,2012-01-10,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 525LI A,2016-05-31,2016-05-31,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 528i,2013-06-21,2016-10-13,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 528i,2011-08-11,2013-05-17,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 528I A,2013-09-02,2015-06-16,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 528I A,2011-12-12,2013-04-17,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 528I XDR A,2013-07-29,2015-11-20,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 528I XDR A,2011-09-09,2013-06-19,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 528i xDrive,2013-05-07,2016-10-12,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW 528i xDrive,2011-08-10,2013-06-27,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X1S28I A,2012-07-31,2015-02-16,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X1X28I A,2011-04-06,2015-05-29,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X3 28I A,2012-05-01,2017-06-21,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X3 28I A,2014-08-26,2017-01-31,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X3 xDrive28i,2012-03-29,2016-08-24,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X4 XDRIV A,2014-03-14,2016-08-11,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X4 XDRIV A,2014-04-04,2016-02-17,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X5 xDrive28i,2015-12-12,2018-02-10,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X5 xDrive40e iPerformance,2015-07-28,2018-06-30,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW X5 xDrive40e iPerformance,2015-09-02,2018-01-08,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW Z4 20I A,2011-12-07,2011-12-07,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW Z4 28I A,2011-10-10,2016-08-12,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
비엠더블유코리아(주),BMW Z4 sDrive28i,2011-08-30,2015-10-16,2025-02-20,전동식 냉각수 펌프에 연결되는 배선 커넥터 제작결함
폭스바겐그룹코리아 주식회사,ID.4 210kW,2024-10-28,2024-12-16,2025-02-20,"차문걸쇠장치내의 PCB기판으로 수분이 유입될 가능성이 있습니다. *PCB 기판(Printed Circuit Board, 인쇄 회로 기판): 도체와 절연체가 기판 형태로 적층 되어, 부품간의 전기적인 연결을 하는 장치"
테슬라코리아 유한회사,Model Y,2024-05-25,2024-09-23,2025-02-21,"특정 차량에서 전자식 파워 어시스트 스티어링(EPAS , Electronic Power-Assisted Steering)이 탑재되고, 소프트웨어 버전이 2023.38.4 이전인 경우, 과전압이 발생하여 모터 구동 회로 기판(PCB , Printed Circuit Board) 내부 소자에 과부하가 걸릴 수 있으며, 이로 인해 EPAS 기능이 저하되거나 상실될 가능성이 있습니다. EPAS: Electronic Power-Assisted Steering(전자식 파워 어시스트 스티어링) 운전자의 조항력을 전자식 모터로 보조하여 조향을 더 쉽고 부드럽게 해주는 시스템 PCB: Printed Circuit Board(모터 구동 회로 기판) EPAS 모터를 구동하는 EPAS ECU 내부 기판"
주식회사 티에스모터스,일레누스,2020-07-15,2021-12-13,2025-02-21,자동차를 운행하는 과정에서 승객을 보호하는 기능을 수행하는 장치 제작결함의 원인: 보호시설은 내측 벽으로부터 좌석의 중심선을 초과하여 100mm 이상 설치하여야 하나 기준에 미달하여 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제23조(승차장치)를 위반.
주식회사 티에스모터스,일레누스,2020-07-15,2021-12-13,2025-02-21,계기판에 표시장치의 소프트웨어 오류로 인해 식별 부호가 법규 기준에 상이하게 나타남. (자동차 및 부품의 성능과 기준에 관한 규칙 제13조 위반)
주식회사 티에스모터스,일레누스,2020-07-15,2021-12-13,2025-02-21,"시동키 “ON” 상태에서 승강구의 외부잠금장치가 활성화 시 운전자에게 경고하는 기능이 없어 자동차 및 자동차 부품의 성능과 기준에 과한 규칙 제 29조(승강구) 위반. 제작결함 미 조치 시 발생할 수 있는 현상: 차량 운행중 인위적으로 외부잠금장치가 잠긴상태일 때 운전자가 인지를 하지 못하고 있으므로 화재와 같은 비상사태가 발생한다면 빠르게 대응이 불가능할 수도 있습니다. 외부에서 승강구를 여는 장치가 지상으로부터 340mm 위치에 있어 1,000mm이하로 위반."
